idx,sentence,P,R,F1,status
189,क्युबाचे लागींलागीं पुराय कावंटीक तें बादिल्ल्यान इकेन 7 जाणांक मारले.,0.21,0.33,0.25,OK
190,मोयरांगांत काम करपाक मदत मेळोवपा खातीर खामनू प्रत्येककडेन  गेलो.,0.24,0.46,0.31,OK
191,आपलें भाश्य सोमालियाचे दर्यादेगेवयल्या चाचेगिरीविशीं आशिल्लें अशें ताणें मागीर सांगलें.,0.14,0.28,0.19,OK
192,तातूंतलीं कांय कोरांतिल्लीं चित्रां जैन आख्यायिकांतले प्रसंग सांगतात.,0.12,0.25,0.17,OK
193,"पूण, तातूंत ताची खाशेली विनोदी तरा आनी कथन दिसता, तरी ह्या पुस्तकांत गंभीर विचारांचो उणाव आसा अशें म्हणत ताचो नियाळ घेतलो.",,,,SKIP
194,स्टॉकविल हो अमेरिकेंतल्या नॅब्रास्कांतलो एक गांव.,0.33,0.4,0.36,OK
195,"कलकत्ता जैन देवूळ (जाका पार्श्वनाथ देवूळ ह्याय नांवान वळखतात) हें मणिकतला हांगाच्या बद्रीदास टेम्पल स्ट्रीटार, गौरीबारी हांगा आशिल्लें जैन देवूळ आनी भारतांतल्या कोलकाता (कलकत्ता) शाराचें एक मुखेल पर्यटन थळ.",,,,SKIP
196,पृथ्वीराजसिंह-पयलो कचवाहा आनी मारवाडचो मालदेव राठोड हांणी झुजा मळावेल्यान सांगाक बेशुध्द अवस्थेंत व्हेल्लो.,,,,SKIP
197,एक पंगड म्हूण वा एकूच रायडर म्हूण वेळाची चांचणी करूं येता.,0.12,0.33,0.17,OK
198,हे कार्यावळीन पालक आनी भुरग्यांक सिध्दांतीक आनी वेव्हारीक मुल्यांचें शिक्षण दिलें.,0.08,0.2,0.11,OK
199,तो कार्लोस आर्मांदो ग्रुऍझो किन्यॉनॅझाचो पूत.,0.12,0.4,0.18,OK
200,संस्था म्हणल्यार एक थिंक टँक आनी पाखो घेवपी गट.,0.12,0.3,0.17,OK
201,एम्ट्रॅक एम्ट्रॅक ही अमेरिकेंतली एक प्रवासी रेल्वे कंपनी आसा.,,,,SKIP
