sentence,amr_penman
तुजे वळेरेंतल्या लोकांक खंयच्यो भेटवस्तू आवडटल्यो हाची सादारण कल्पना कर.,(i / imagine-01 :mode imperative :ARG0 (y / you) :manner (g2 / general) :ARG1 (l / like-01 :ARG0 (p / person :location (l2 / list :poss y)) :ARG1 (g / gift :topic (a / amr-unknown))))
फुडल्या वर्सा मॅलबर्न फुटबॉल क्लबाची स्थापणूक जाली आनी विल्स आनी हेर तीन वांगड्यांनी ह्या खेळाचे पयले कायदे तयार केले.,"(a / and
   :op1 (e / establish-01
      :ARG1 (c / club
         :name (n / name
            :op1 ""Melbourne""
            :op2 ""Football""
            :op3 ""Club"")
         :wiki ""Melbourne_Football_Club"")
      :time (y / year
         :mod (n2 / next)))
   :op2 (c2 / create-01
      :ARG0 (a2 / and
         :op1 (p / person
            :name (n3 / name
               :op1 ""Wills""))
         :op2 (m / member
            :quant 3
            :mod (o / other)))
      :ARG1 (r / rule
         :ord (o2 / ordinal-entity
            :value 1)
         :domain (g / game
            :mod (t / this)))))"
भारतांत आनी बर्मांतल्या जायत्या नागा वस्तींतल्या वाठारांनी विद्रोह चालूच आशिल्लो.,"(c / continue-01
   :ARG1 (r / rebel-01)
   :location (a / area
      :quant (m / many)
      :ARG1-of (i / inhabit-01
         :ARG0 (p / person
            :wiki ""Naga_people""
            :name (n / name :op1 ""Naga"")))
      :location (a2 / and
         :op1 (c2 / country
            :wiki ""India""
            :name (n2 / name :op1 ""India""))
         :op2 (c3 / country
            :wiki ""Myanmar""
            :name (n3 / name :op1 ""Burma""))))
   :mod (s / still))"
"हे दोगूय आय.एस.एस. अंतरिक्ष उड्डाणांत मुरिल्ले, आनी तांच्या स्टेशन अणभव आनी कुशळटाये खातीर तांकां वेंचून काडिल्ले.","(a / and
   :op1 (e / experience-01
          :ARG0 (p / person :quant 2)
          :ARG1 (f / fly-01
                   :mod (s / space)
                   :location (i / station
                                :name (n / name :op1 ""ISS"")
                                :wiki ""International_Space_Station"")))
   :op2 (s2 / select-01
           :ARG1 p
           :cause (a2 / and
                     :op1 (e2 / experience-01
                             :ARG0 p
                             :ARG1 i)
                     :op2 (s3 / skill-01
                             :poss p))))"
तुमी ज्या व्यक्तीक चेक बरयला ताका नवे बँक खातें तयार जावपाची वाट पळयनासतना पयशे रोख काडपाक वा जमा करपाक मेळटले.,"(p2 / possible-01
   :ARG1 (o / or
      :op1 (w / withdraw-01
         :ARG0 (p / person
            :ARG2-of (w2 / write-01
               :ARG0 (y / you)
               :ARG1 (c / check)))
         :ARG1 (m / money))
      :op2 (d / deposit-01
         :ARG0 p
         :ARG1 m))
   :manner (i / immediate)
   :manner (w3 / wait-01
      :polarity -
      :ARG1 (c2 / create-01
         :ARG1 (a / account
            :mod (n / new)
            :part-of (b / bank)))))"
हातूंतलें उदक पिवपाखातीर वापरतात देखून हातूंत न्हावप आनी पेंवपाचेर खूब निर्बंध आसात.,"(e / exist-01
   :ARG1 (r / restriction
            :quant (m / many)
            :topic (a / and
                      :op1 (b / bathe-01
                              :location (t / thing))
                      :op2 (s / swim-01
                              :location t)))
   :cause (u / use-01
             :ARG0 (p / person)
             :ARG1 (w / water
                      :poss t)
             :purpose (d / drink-01
                         :ARG0 p
                         :ARG1 w)))"
लॅटिन अमेरिकेंतल्या व्हिडियो गेम पत्रकारितेंतलो तो एक नामनेचो मनीस आशिल्लो.,"(n / notable-01
   :ARG1 (p / person)
   :domain (j / journalism
              :topic (g / game
                         :mod (v / video))
              :location (r / region
                          :name (n2 / name :op1 ""Latin"" :op2 ""America"")
                          :wiki ""Latin_America"")))"
अमेरिकेंत अशें करपी हो पयलो आयर्न मेडन आल्बम आशिल्लो.,"(a / album
   :domain this
   :poss (b / band
      :name (n / name :op1 ""Iron Maiden""))
   :ord (o / ordinal-entity :value 1)
   :ARG0-of (d / do-02
      :ARG1 (t / this)
      :location (c / country
         :name (n2 / name :op1 ""America""))))"
"उपरांत चंदेलांनी झूंज थांबोवपाचें आवाहन केलें, आनी ह्या वेळाचो उपेग करून आल्हा आनी उदल हांकां कन्नौजांतल्यान परतून आपयले.","(a / and :op1 (a2 / appeal-01 :ARG0 (p / group :name (n / name :op1 ""Chandelas"")) :ARG1 (s / stop-01 :ARG1 (b / battle))) :op2 (c / call-01 :time (a3 / after :op1 a2) :ARG0 p :ARG1 (a4 / and :op1 (p2 / person :name (n2 / name :op1 ""Alha"")) :op2 (p3 / person :name (n3 / name :op1 ""Udal""))) :source (c2 / city :name (n4 / name :op1 ""Kannauj"")) :mod (b2 / back) :manner (u / use-01 :ARG0 p :ARG1 (t / time))))"
प्रजासत्ताक दिसाची परेड ही भारताची सांस्कृतीक विविधताय आनी लश्करी बळ दाखोवपी एक व्हड सांस्कृतीक आनी लश्करी परेड.,"(p / parade :topic (d / day :name (n / name :op1 ""Republic Day"")) :mod (g / grand) :mod (a / and :op1 (c / culture) :op2 (m / military)) :ARG0-of (s / show-01 :ARG1 (a2 / and :op1 (d2 / diverse-01 :ARG1 (c2 / culture :poss (c3 / country :name (n2 / name :op1 ""India"")))) :op2 (s2 / strong-01 :domain (m2 / military :poss c3)))))"
आशिया खंडांतलो पयलो जलविद्यूत संयंत्र (1902 वर्सा बांदिल्लें) दाव्या धबधब्याचेर आशिल्लो आनी तो बेंगळूर शाराक वीज पुरवण करतालो.,"(a / and :op1 (l / locate-01 :ARG1 (p / plant :mod (h / hydroelectric) :ord (o / ordinal-entity :value 1) :part-of (c / continent :name (n / name :op1 ""Asia"")) :ARG1-of (b / build-01 :time (d / date-entity :year 1902))) :location (w / waterfall :mod (l2 / left))) :op2 (s / supply-01 :ARG0 p :ARG1 (e / electricity) :ARG2 (c2 / city :name (n2 / name :op1 ""Bengaluru""))))"
ऑनलायन अभ्यासक्रम सुरू करपा खातीर 5 कोटींची तजवीज केल्या,"(a / allocate-01
   :ARG1 (m / monetary-quantity
      :quant 50000000
      :unit (r / rupee))
   :ARG2 (s / start-01
      :ARG1 (c / course
         :mod (o / online))))"
मोबायल टॉवर भाडें घेवपा विशीं चर्चा केली,"(d / discuss-01
   :ARG1 (r / rent-01
      :ARG1 (t / tower
         :mod (m / mobile))))"
"दुबे, तशेंच मॅक्लीन, हांच्या मतांप्रमाणें 1834 वर्सा लखनौ बरयल्ल्या इस्लामी विश्वकोश यादगर-ए-बहादुरींत प्रयाग उत्सवाचें आनी हिंदू लोकांखातीर ताच्या पावित्र्याचें वर्णन केलां.","(d / describe-01
   :source (a2 / and
              :op1 (p / person :name (n / name :op1 ""Dube""))
              :op2 (p2 / person :name (n2 / name :op1 ""McLean"")))
   :ARG0 (e / encyclopedia
            :name (n3 / name :op1 ""Yadgar-e-Bahaduri"")
            :mod (i / islamic)
            :ARG1-of (w / write-01
                        :time (d2 / date-entity :year 1834)
                        :location (c / city :name (n4 / name :op1 ""Lucknow""))))
   :ARG1 (a / and
            :op1 (f / festival :name (n5 / name :op1 ""Prayag""))
            :op2 (s / sacredness
                    :domain f
                    :beneficiary (p3 / person :mod (h / hindu)))))"
हें पयलेच फावट जाल्ल्यान हेत्रिक्स हांणी कांय प्रस्न उपस्थित केले,"(p2 / pose-01 :ARG0 (p / person :name (n / name :op1 ""Hetrix"")) :ARG1 (q / question) :cause (h / happen-01 :time (t / time :ord (o / ordinal-entity :value 1))))"
"ज्योतिषीय व्युत्पत्तीशास्त्र इ. स. च्या पयल्या शतमानाच्या निमाण्या काळांतलें आसा, ताचेर ग्रीक राशी कल्पनांचो प्रभाव आसूं येता.","(r / and
   :op1 (a / astrology
          :mod (h / horoscope)
          :time (t / temporal-quantity
                  :quant 1
                  :unit (c / century)
                  :mod (l / late)))
   :op2 (p / possible-01
          :ARG1 (i / influence-01
                  :ARG0 (c2 / concept
                          :mod (z / zodiac)
                          :mod (c3 / country :name (n / name :op1 ""Greece"")))
                  :ARG1 a)))"
